fundCode,fundName,date,currentValue,totalValue,xPosition,yPosition
050013,博时上证超大盘联接,2012/10/12,0.6561,0.6561,467,502
050013,博时上证超大盘联接,2012/9/10,0.6576,0.6576,467,503
050013,博时上证超大盘联接,2012/8/13,0.6576,0.6576,467,504
050013,博时上证超大盘联接,2012/7/16,0.6602,0.6602,467,505
050013,博时上证超大盘联接,2012/6/18,0.7145,0.7145,465,507
050013,博时上证超大盘联接,2012/5/21,0.7103,0.7103,465,508
050013,博时上证超大盘联接,2012/4/19,0.7027,0.7027,466,509
050013,博时上证超大盘联接,2012/3/20,0.696,0.696,466,510
050013,博时上证超大盘联接,2012/2/21,0.6917,0.6917,467,511
050013,博时上证超大盘联接,2012/1/17,0.6744,0.6744,468,512
050013,博时上证超大盘联接,2011/12/19,0.6235,0.6235,471,512
050013,博时上证超大盘联接,2011/11/21,0.6729,0.6729,469,514
050013,博时上证超大盘联接,2011/10/24,0.6725,0.6725,469,515
050013,博时上证超大盘联接,2011/9/19,0.696,0.696,469,516
050013,博时上证超大盘联接,2011/8/19,0.717,0.717,469,518
050013,博时上证超大盘联接,2011/7/22,0.766,0.766,467,520
050013,博时上证超大盘联接,2011/6/24,0.766,0.766,468,521
050013,博时上证超大盘联接,2011/5/26,0.745,0.745,469,521
050013,博时上证超大盘联接,2011/4/27,0.795,0.795,468,524
050013,博时上证超大盘联接,2011/3/28,0.798,0.798,469,525
050013,博时上证超大盘联接,2011/2/28,0.777,0.777,470,525
050013,博时上证超大盘联接,2011/1/24,0.742,0.742,473,525
050013,博时上证超大盘联接,2010/12/24,0.77,0.77,473,527
050013,博时上证超大盘联接,2010/11/26,0.774,0.774,473,528
050013,博时上证超大盘联接,2010/10/29,0.841,0.841,472,531
050013,博时上证超大盘联接,2010/9/21,0.716,0.716,477,527
050013,博时上证超大盘联接,2010/8/24,0.744,0.744,477,529
050013,博时上证超大盘联接,2010/7/27,0.73,0.73,478,529
050013,博时上证超大盘联接,2010/6/29,0.705,0.705,480,529
050013,博时上证超大盘联接,2010/5/27,0.762,0.762,480,532
050013,博时上证超大盘联接,2010/4/28,0.831,0.831,479,536
050013,博时上证超大盘联接,2010/3/30,0.915,0.915,478,540
050013,博时上证超大盘联接,2010/3/02,0.905,0.905,480,540
530010,建信责任联接,2015/10/30,1.4494,1.4494,467,435
530010,建信责任联接,2015/9/25,1.3604,1.3604,467,440
530010,建信责任联接,2015/8/26,1.2496,1.2496,468,446
530010,建信责任联接,2015/7/29,1.5777,1.5777,458,433
530010,建信责任联接,2015/7/01,1.6746,1.6746,453,430
530010,建信责任联接,2015/6/02,1.9773,1.9773,442,419
530010,建信责任联接,2015/5/05,1.8291,1.8291,444,427
530010,建信责任联接,2015/4/03,1.6643,1.6643,447,435
530010,建信责任联接,2015/3/06,1.4067,1.4067,453,446
530010,建信责任联接,2015/1/30,1.4265,1.4265,451,447
530010,建信责任联接,2014/12/31,1.5031,1.5031,446,446
530010,建信责任联接,2014/12/03,1.2229,1.2229,455,458
530010,建信责任联接,2014/11/05,1.0307,1.0307,461,465
530010,建信责任联接,2014/10/08,1.014,1.014,461,467
530010,建信责任联接,2014/9/02,0.991,0.991,460,469
530010,建信责任联接,2014/8/05,1.001,1.001,459,470
530010,建信责任联接,2014/7/08,0.91,0.91,462,474
530010,建信责任联接,2014/6/10,0.895,0.895,462,476
530010,建信责任联接,2014/5/12,0.894,0.894,461,477
530010,建信责任联接,2014/4/10,0.934,0.934,459,477
530010,建信责任联接,2014/3/12,0.859,0.859,461,480
530010,建信责任联接,2014/2/12,0.921,0.921,458,480
530010,建信责任联接,2014/1/08,0.899,0.899,458,482
530010,建信责任联接,2013/12/10,0.985,0.985,454,482
530010,建信责任联接,2013/11/12,0.945,0.945,455,484
530010,建信责任联接,2013/10/15,0.979,0.979,453,485
530010,建信责任联接,2013/9/06,0.944,0.944,454,487
530010,建信责任联接,2013/8/09,0.894,0.894,456,489
530010,建信责任联接,2013/7/12,0.907,0.907,455,490
530010,建信责任联接,2013/6/17,0.952,0.952,453,491
530010,建信责任联接,2013/5/15,0.996,0.996,450,492
530010,建信责任联接,2013/4/12,0.979,0.979,451,494
530010,建信责任联接,2013/3/13,0.999,0.999,450,496
530010,建信责任联接,2013/2/06,1.131,1.131,443,497
530010,建信责任联接,2013/1/09,1.015,1.015,449,499
530010,建信责任联接,2012/12/07,0.885,0.885,455,501
530010,建信责任联接,2012/11/09,0.856,0.856,457,502
530010,建信责任联接,2012/10/12,0.873,0.873,456,503
530010,建信责任联接,2012/9/10,0.883,0.883,456,505
530010,建信责任联接,2012/8/13,0.892,0.892,455,506
530010,建信责任联接,2012/7/16,0.904,0.904,455,508
530010,建信责任联接,2012/6/18,0.966,0.966,452,510
530010,建信责任联接,2012/5/21,0.964,0.964,453,511
530010,建信责任联接,2012/4/19,0.972,0.972,453,513
530010,建信责任联接,2012/3/20,0.956,0.956,454,514
530010,建信责任联接,2012/2/21,0.966,0.966,454,516
530010,建信责任联接,2012/1/17,0.937,0.937,456,517
530010,建信责任联接,2011/12/19,0.891,0.891,459,517
530010,建信责任联接,2011/11/21,0.944,0.944,457,519
530010,建信责任联接,2011/10/24,0.937,0.937,458,521
530010,建信责任联接,2011/9/19,0.963,0.963,457,523
530010,建信责任联接,2011/8/19,0.997,0.997,457,525
530010,建信责任联接,2011/7/22,1.083,1.083,454,529
530010,建信责任联接,2011/6/24,1.083,1.083,455,530
530010,建信责任联接,2011/5/26,1.061,1.061,457,531
530010,建信责任联接,2011/4/27,1.139,1.139,455,534
530010,建信责任联接,2011/3/28,1.146,1.146,455,536
530010,建信责任联接,2011/2/28,1.107,1.107,458,536
530010,建信责任联接,2011/1/24,1.026,1.026,462,535
530010,建信责任联接,2010/12/24,1.09,1.09,461,538
530010,建信责任联接,2010/11/26,1.098,1.098,462,540
530010,建信责任联接,2010/10/29,1.168,1.168,461,544
530010,建信责任联接,2010/9/21,1.017,1.017,468,539
530010,建信责任联接,2010/8/24,1.05,1.05,468,541
530010,建信责任联接,2010/7/27,1.027,1.027,470,541
690008,民生中证资源指数,2015/10/30,0.669,0.669,485,470
690008,民生中证资源指数,2015/9/25,0.605,0.605,485,473
690008,民生中证资源指数,2015/8/26,0.585,0.585,485,474
690008,民生中证资源指数,2015/7/29,0.763,0.763,479,467
690008,民生中证资源指数,2015/7/01,0.875,0.875,475,463
690008,民生中证资源指数,2015/6/02,1.092,1.092,468,455
690008,民生中证资源指数,2015/5/05,0.96,0.96,470,461
690008,民生中证资源指数,2015/4/03,0.887,0.887,471,465
690008,民生中证资源指数,2015/3/06,0.777,0.777,474,470
690008,民生中证资源指数,2015/1/30,0.765,0.765,473,472
690008,民生中证资源指数,2014/12/31,0.761,0.761,473,473
690008,民生中证资源指数,2014/12/03,0.718,0.718,473,475
690008,民生中证资源指数,2014/11/05,0.629,0.629,476,479
690008,民生中证资源指数,2014/10/08,0.641,0.641,475,479
690008,民生中证资源指数,2014/9/02,0.626,0.626,475,480
690008,民生中证资源指数,2014/8/05,0.623,0.623,474,481
690008,民生中证资源指数,2014/7/08,0.543,0.543,477,484
690008,民生中证资源指数,2014/6/10,0.528,0.528,477,485
690008,民生中证资源指数,2014/5/12,0.552,0.552,476,485
690008,民生中证资源指数,2014/4/10,0.552,0.552,475,486
690008,民生中证资源指数,2014/3/12,0.527,0.527,476,488
690008,民生中证资源指数,2014/2/12,0.56,0.56,474,488
690008,民生中证资源指数,2014/1/08,0.555,0.555,474,489
690008,民生中证资源指数,2013/12/10,0.637,0.637,470,488
690008,民生中证资源指数,2013/11/12,0.628,0.628,470,489
690008,民生中证资源指数,2013/11/12,0.628,0.628,470,489
690008,民生中证资源指数,2013/10/15,0.671,0.671,468,489
690008,民生中证资源指数,2013/9/06,0.669,0.669,467,491
690008,民生中证资源指数,2013/8/09,0.654,0.654,468,492
690008,民生中证资源指数,2013/7/12,0.643,0.643,468,493
690008,民生中证资源指数,2013/6/17,0.723,0.723,464,493
690008,民生中证资源指数,2013/5/15,0.773,0.773,461,494
690008,民生中证资源指数,2013/4/12,0.823,0.823,459,495
690008,民生中证资源指数,2013/3/13,0.88,0.88,456,496
690008,民生中证资源指数,2013/2/06,0.98,0.98,451,498
690008,民生中证资源指数,2013/1/09,0.939,0.939,453,499
690008,民生中证资源指数,2012/12/07,0.844,0.844,457,501
690008,民生中证资源指数,2012/11/09,0.868,0.868,456,502
690008,民生中证资源指数,2012/10/12,0.916,0.916,454,503
690008,民生中证资源指数,2012/9/10,0.924,0.924,454,505
690008,民生中证资源指数,2012/8/13,0.913,0.913,454,506
690008,民生中证资源指数,2012/7/16,0.946,0.946,453,508
690008,民生中证资源指数,2012/6/18,0.988,0.988,451,510
690008,民生中证资源指数,2012/5/21,1.023,1.023,450,512
162307,海富通中证100,2015/10/30,1.021,1.021,477,454
162307,海富通中证100,2015/9/25,0.962,0.962,477,457
162307,海富通中证100,2015/8/26,0.887,0.887,477,461
162307,海富通中证100,2015/7/29,1.12,1.12,470,452
162307,海富通中证100,2015/7/01,1.213,1.213,466,449
162307,海富通中证100,2015/6/02,1.431,1.431,458,441
162307,海富通中证100,2015/5/05,1.331,1.331,459,447
162307,海富通中证100,2015/4/03,1.189,1.189,462,454
162307,海富通中证100,2015/3/06,1.011,1.011,466,461
162307,海富通中证100,2015/1/30,1.027,1.027,464,462
162307,海富通中证100,2014/12/31,1.088,1.088,461,461
162307,海富通中证100,2014/12/03,0.867,0.867,468,470
162307,海富通中证100,2014/11/05,0.72,0.72,473,476
162307,海富通中证100,2014/10/08,0.714,0.714,472,477
162307,海富通中证100,2014/9/02,0.699,0.699,472,478
162307,海富通中证100,2014/8/05,0.707,0.707,471,479
162307,海富通中证100,2014/7/08,0.639,0.639,473,482
162307,海富通中证100,2014/6/10,0.634,0.634,473,483
162307,海富通中证100,2014/5/12,0.636,0.636,472,483
162307,海富通中证100,2014/4/10,0.661,0.661,470,484
162307,海富通中证100,2014/3/12,0.61,0.61,472,486
162307,海富通中证100,2014/2/12,0.656,0.656,470,486
162307,海富通中证100,2014/1/08,0.651,0.651,470,487
162307,海富通中证100,2013/12/10,0.713,0.713,466,487
162307,海富通中证100,2013/11/12,0.688,0.688,467,488
162307,海富通中证100,2013/10/15,0.709,0.709,466,489
162307,海富通中证100,2013/9/06,0.687,0.687,466,490
162307,海富通中证100,2013/8/09,0.663,0.663,467,492
162307,海富通中证100,2013/7/12,0.668,0.668,467,493
162307,海富通中证100,2013/6/17,0.696,0.696,465,493
162307,海富通中证100,2013/5/15,0.73,0.73,463,494
162307,海富通中证100,2013/4/12,0.724,0.724,464,496
162307,海富通中证100,2013/3/13,0.747,0.747,462,497
162307,海富通中证100,2013/2/06,0.83,0.83,458,498
162307,海富通中证100,2013/1/09,0.756,0.756,462,499
162307,海富通中证100,2012/12/07,0.674,0.674,466,500
162307,海富通中证100,2012/11/09,0.664,0.664,466,501
162307,海富通中证100,2012/10/12,0.677,0.677,466,502
162307,海富通中证100,2012/9/10,0.68,0.68,466,504
162307,海富通中证100,2012/8/13,0.69,0.69,465,505
162307,海富通中证100,2012/7/16,0.706,0.706,465,506
162307,海富通中证100,2012/6/18,0.741,0.741,463,507
162307,海富通中证100,2012/5/21,0.739,0.739,464,508
162307,海富通中证100,2012/4/19,0.742,0.742,464,510
162307,海富通中证100,2012/3/20,0.734,0.734,465,511
162307,海富通中证100,2012/2/21,0.735,0.735,465,512
162307,海富通中证100,2012/1/17,0.715,0.715,466,513
162307,海富通中证100,2011/12/19,0.682,0.682,468,513
162307,海富通中证100,2011/11/21,0.726,0.726,467,515
162307,海富通中证100,2011/10/24,0.727,0.727,467,516
162307,海富通中证100,2011/9/19,0.743,0.743,467,517
162307,海富通中证100,2011/8/19,0.769,0.769,466,519
162307,海富通中证100,2011/7/22,0.836,0.836,464,522
162307,海富通中证100,2011/6/24,0.839,0.839,465,523
162307,海富通中证100,2011/5/26,0.816,0.816,467,524
162307,海富通中证100,2011/4/27,0.876,0.876,465,526
162307,海富通中证100,2011/3/28,0.884,0.884,465,528
162307,海富通中证100,2011/2/28,0.863,0.863,467,528
162307,海富通中证100,2011/1/24,0.807,0.807,470,527
162307,海富通中证100,2010/12/24,0.849,0.849,470,530
162307,海富通中证100,2010/11/26,0.852,0.852,471,531
162307,海富通中证100,2010/10/29,0.915,0.915,469,534
162307,海富通中证100,2010/9/21,0.784,0.784,475,530
162307,海富通中证100,2010/8/24,0.813,0.813,475,532
162307,海富通中证100,2010/7/27,0.793,0.793,477,532
162307,海富通中证100,2010/6/29,0.739,0.739,479,530
162307,海富通中证100,2010/5/27,0.8,0.8,479,534
162307,海富通中证100,2010/4/28,0.848,0.848,478,536
162307,海富通中证100,2010/3/30,0.949,0.949,477,541
162307,海富通中证100,2010/3/02,0.929,0.929,479,541
162307,海富通中证100,2010/1/26,0.926,0.926,481,542
162307,海富通中证100,2009/11/20,1.041,1.041,482,548
519116,浦银沪深300增强,2015/10/30,1.163,1.163,474,447
519116,浦银沪深300增强,2015/9/25,1.062,1.062,474,453
519116,浦银沪深300增强,2015/8/26,0.998,0.998,474,456
519116,浦银沪深300增强,2015/7/29,1.28,1.28,465,445
519116,浦银沪深300增强,2015/7/01,1.352,1.352,462,443
519116,浦银沪深300增强,2015/6/02,1.594,1.594,453,435
519116,浦银沪深300增强,2015/5/05,1.425,1.425,456,443
519116,浦银沪深300增强,2015/4/03,1.311,1.311,458,449
519116,浦银沪深300增强,2015/3/06,1.099,1.099,463,458
519116,浦银沪深300增强,2015/1/30,1.084,1.084,462,460
519116,浦银沪深300增强,2014/12/31,1.111,1.111,460,460
519116,浦银沪深300增强,2014/12/03,0.937,0.937,465,467
519116,浦银沪深300增强,2014/11/05,0.799,0.799,470,473
519116,浦银沪深300增强,2014/10/08,0.791,0.791,469,474
519116,浦银沪深300增强,2014/9/02,0.77,0.77,469,476
519116,浦银沪深300增强,2014/8/05,0.771,0.771,468,477
519116,浦银沪深300增强,2014/7/08,0.706,0.706,470,480
519116,浦银沪深300增强,2014/6/10,0.695,0.695,470,481
519116,浦银沪深300增强,2014/5/12,0.696,0.696,470,482
519116,浦银沪深300增强,2014/4/10,0.727,0.727,468,482
519116,浦银沪深300增强,2014/3/12,0.676,0.676,469,484
519116,浦银沪深300增强,2014/2/12,0.737,0.737,466,484
519116,浦银沪深300增强,2014/1/08,0.728,0.728,466,485
519116,浦银沪深300增强,2013/12/10,0.786,0.786,463,485
519116,浦银沪深300增强,2013/11/12,0.759,0.759,464,487
519116,浦银沪深300增强,2013/10/15,0.804,0.804,461,487
519116,浦银沪深300增强,2013/9/06,0.777,0.777,462,489
519116,浦银沪深300增强,2013/8/09,0.757,0.757,463,491
519116,浦银沪深300增强,2013/7/12,0.75,0.75,463,492
519116,浦银沪深300增强,2013/6/17,0.784,0.784,461,492
519116,浦银沪深300增强,2013/5/15,0.813,0.813,459,494
519116,浦银沪深300增强,2013/4/12,0.802,0.802,460,495
519116,浦银沪深300增强,2013/3/13,0.817,0.817,459,496
519116,浦银沪深300增强,2013/2/06,0.881,0.881,455,498
519116,浦银沪深300增强,2013/1/09,0.814,0.814,459,499
519116,浦银沪深300增强,2012/12/07,0.728,0.728,463,500
519116,浦银沪深300增强,2012/11/09,0.73,0.73,463,502
519116,浦银沪深300增强,2012/10/12,0.749,0.749,462,503
519116,浦银沪深300增强,2012/9/10,0.76,0.76,462,504
519116,浦银沪深300增强,2012/8/13,0.768,0.768,462,505
519116,浦银沪深300增强,2012/7/16,0.779,0.779,461,507
519116,浦银沪深300增强,2012/6/18,0.832,0.832,459,508
519116,浦银沪深300增强,2012/5/21,0.832,0.832,459,509
519116,浦银沪深300增强,2012/4/19,0.833,0.833,459,511
519116,浦银沪深300增强,2012/3/20,0.833,0.833,460,512
519116,浦银沪深300增强,2012/2/21,0.82,0.82,461,513
519116,浦银沪深300增强,2012/1/17,0.786,0.786,463,514
519116,浦银沪深300增强,2011/12/19,0.761,0.761,465,515
519116,浦银沪深300增强,2011/11/21,0.843,0.843,461,517
519116,浦银沪深300增强,2011/10/24,0.826,0.826,463,518
519116,浦银沪深300增强,2011/9/19,0.861,0.861,462,520
519116,浦银沪深300增强,2011/8/19,0.906,0.906,461,523
519116,浦银沪深300增强,2011/7/22,0.98,0.98,458,526
519116,浦银沪深300增强,2011/6/24,0.974,0.974,459,527
519116,浦银沪深300增强,2011/5/26,0.951,0.951,461,527
519116,浦银沪深300增强,2011/4/27,1.021,1.021,459,531
519116,浦银沪深300增强,2011/3/28,1.053,1.053,459,533
519116,浦银沪深300增强,2011/2/28,1.033,1.033,461,534
519116,浦银沪深300增强,2011/1/24,0.953,0.953,465,532
519116,浦银沪深300增强,2010/12/24,0.996,0.996,465,535
263001,景顺长城上证180联接,2015/10/30,1.578,1.578,464,429
263001,景顺长城上证180联接,2015/9/25,1.441,1.441,465,436
263001,景顺长城上证180联接,2015/8/26,1.38,1.38,465,440
263001,景顺长城上证180联接,2015/7/29,1.759,1.759,453,425
263001,景顺长城上证180联接,2015/7/01,1.866,1.866,448,422
263001,景顺长城上证180联接,2015/6/02,2.258,2.258,434,408
263001,景顺长城上证180联接,2015/5/05,1.935,1.935,441,423
263001,景顺长城上证180联接,2015/4/03,1.73,1.73,445,433
263001,景顺长城上证180联接,2015/3/06,1.467,1.467,451,444
263001,景顺长城上证180联接,2015/1/30,1.416,1.416,451,448
263001,景顺长城上证180联接,2014/12/31,1.416,1.416,449,449
263001,景顺长城上证180联接,2014/12/03,1.296,1.296,452,455
263001,景顺长城上证180联接,2014/11/05,1.139,1.139,457,462
263001,景顺长城上证180联接,2014/10/08,1.128,1.128,456,463
263001,景顺长城上证180联接,2014/9/02,1.067,1.067,457,467
263001,景顺长城上证180联接,2014/8/05,1.04,1.04,457,469
263001,景顺长城上证180联接,2014/7/08,0.95,0.95,460,473
263001,景顺长城上证180联接,2014/6/10,0.929,0.929,460,475
263001,景顺长城上证180联接,2014/5/12,0.946,0.946,459,475
263001,景顺长城上证180联接,2014/4/10,0.986,0.986,456,476
263001,景顺长城上证180联接,2014/3/12,0.921,0.921,458,479
263001,景顺长城上证180联接,2014/2/12,0.997,0.997,454,478
263001,景顺长城上证180联接,2014/1/08,0.957,0.957,455,481
263001,景顺长城上证180联接,2013/12/10,1.055,1.055,450,480
263001,景顺长城上证180联接,2013/11/12,0.988,0.988,453,483
263001,景顺长城上证180联接,2013/10/15,1.065,1.065,449,483
263001,景顺长城上证180联接,2013/9/06,1.004,1.004,451,486
263001,景顺长城上证180联接,2013/8/09,0.966,0.966,453,488
263001,景顺长城上证180联接,2013/7/12,0.946,0.946,453,490
263001,景顺长城上证180联接,2013/6/17,0.995,0.995,451,491
263001,景顺长城上证180联接,2013/5/15,1.022,1.022,449,492
263001,景顺长城上证180联接,2013/4/12,0.996,0.996,450,494
263001,景顺长城上证180联接,2013/3/13,1.029,1.029,448,496
263001,景顺长城上证180联接,2013/2/06,1.106,1.106,444,497
263001,景顺长城上证180联接,2013/1/09,1.038,1.038,448,499
263001,景顺长城上证180联接,2012/12/07,0.931,0.931,453,501
263001,景顺长城上证180联接,2012/11/09,0.939,0.939,453,502
263001,景顺长城上证180联接,2012/10/12,0.969,0.969,451,504
263001,景顺长城上证180联接,2012/9/10,0.986,0.986,451,505
263001,景顺长城上证180联接,2012/8/13,0.988,0.988,451,507
263001,景顺长城上证180联接,2012/6/30,1,1,450,509
519671,银河沪深300价值,2015/10/30,1.127,1.127,474,449
519671,银河沪深300价值,2015/9/25,1.073,1.073,474,452
519671,银河沪深300价值,2015/8/26,0.988,0.988,475,457
519671,银河沪深300价值,2015/7/29,1.253,1.253,466,446
519671,银河沪深300价值,2015/7/01,1.363,1.363,462,443
519671,银河沪深300价值,2015/6/02,1.553,1.553,454,436
519671,银河沪深300价值,2015/5/05,1.452,1.452,455,442
519671,银河沪深300价值,2015/4/03,1.29,1.29,459,450
519671,银河沪深300价值,2015/3/06,1.096,1.096,464,458
519671,银河沪深300价值,2015/1/30,1.125,1.125,461,458
519671,银河沪深300价值,2014/12/31,1.172,1.172,458,458
519671,银河沪深300价值,2014/12/03,0.945,0.945,465,467
519671,银河沪深300价值,2014/11/05,0.799,0.799,470,473
519671,银河沪深300价值,2014/10/08,0.778,0.778,470,475
519671,银河沪深300价值,2014/9/02,0.763,0.763,469,476
519671,银河沪深300价值,2014/8/05,0.772,0.772,468,477
519671,银河沪深300价值,2014/7/08,0.7,0.7,471,480
519671,银河沪深300价值,2014/6/10,0.691,0.691,470,481
519671,银河沪深300价值,2014/5/12,0.686,0.686,470,482
519671,银河沪深300价值,2014/4/10,0.711,0.711,468,482
519671,银河沪深300价值,2014/3/12,0.649,0.649,471,485
519671,银河沪深300价值,2014/2/12,0.692,0.692,468,485
519671,银河沪深300价值,2014/1/08,0.681,0.681,468,486
519671,银河沪深300价值,2013/12/10,0.755,0.755,464,486
519671,银河沪深300价值,2013/11/12,0.729,0.729,465,487
519671,银河沪深300价值,2013/10/15,0.739,0.739,464,488
519671,银河沪深300价值,2013/9/06,0.719,0.719,465,490
519671,银河沪深300价值,2013/8/09,0.683,0.683,466,491
519671,银河沪深300价值,2013/7/12,0.698,0.698,465,492
519671,银河沪深300价值,2013/6/17,0.732,0.732,463,493
519671,银河沪深300价值,2013/5/15,0.771,0.771,461,494
519671,银河沪深300价值,2013/4/12,0.764,0.764,462,495
519671,银河沪深300价值,2013/3/13,0.781,0.781,461,496
519671,银河沪深300价值,2013/2/06,0.876,0.876,456,498
519671,银河沪深300价值,2013/1/09,0.786,0.786,460,499
519671,银河沪深300价值,2012/12/07,0.703,0.703,464,500
519671,银河沪深300价值,2012/11/09,0.674,0.674,466,501
519671,银河沪深300价值,2012/10/12,0.681,0.681,466,502
519671,银河沪深300价值,2012/9/10,0.689,0.689,465,504
519671,银河沪深300价值,2012/8/13,0.694,0.694,465,505
519671,银河沪深300价值,2012/7/16,0.707,0.707,465,506
519671,银河沪深300价值,2012/6/18,0.744,0.744,463,507
519671,银河沪深300价值,2012/5/21,0.743,0.743,463,508
519671,银河沪深300价值,2012/4/19,0.748,0.748,464,510
519671,银河沪深300价值,2012/3/20,0.734,0.734,465,511
519671,银河沪深300价值,2012/2/21,0.748,0.748,464,512
519671,银河沪深300价值,2012/1/17,0.733,0.733,465,513
519671,银河沪深300价值,2011/12/19,0.693,0.693,468,513
519671,银河沪深300价值,2011/11/21,0.732,0.732,466,515
519671,银河沪深300价值,2011/10/24,0.74,0.74,466,516
519671,银河沪深300价值,2011/9/19,0.745,0.745,467,518
519671,银河沪深300价值,2011/8/19,0.764,0.764,467,519
519671,银河沪深300价值,2011/7/22,0.839,0.839,464,522
519671,银河沪深300价值,2011/6/24,0.852,0.852,464,523
519671,银河沪深300价值,2011/5/26,0.833,0.833,466,524
519671,银河沪深300价值,2011/4/27,0.897,0.897,464,527
519671,银河沪深300价值,2011/3/28,0.9,0.9,465,528
519671,银河沪深300价值,2011/2/28,0.873,0.873,467,528
519671,银河沪深300价值,2011/1/24,0.815,0.815,470,528
519671,银河沪深300价值,2010/12/24,0.855,0.855,470,530
519671,银河沪深300价值,2010/11/26,0.857,0.857,470,531
519671,银河沪深300价值,2010/10/29,0.927,0.927,469,534
519671,银河沪深300价值,2010/9/21,0.793,0.793,475,530
519671,银河沪深300价值,2010/8/24,0.847,0.847,474,533
519671,银河沪深300价值,2010/7/27,0.832,0.832,475,533
519671,银河沪深300价值,2010/6/29,0.781,0.781,478,532
519671,银河沪深300价值,2010/5/27,0.847,0.847,477,536
519671,银河沪深300价值,2010/4/28,0.897,0.897,477,538
519671,银河沪深300价值,2010/3/30,1.004,1.004,476,544
519671,银河沪深300价值,2010/2/05,0.95,0.95,480,543
163111,申万中小板,2015/10/30,1.196,1.9739,456,411
163111,申万中小板,2015/9/25,0.9976,1.7755,457,422
163111,申万中小板,2015/8/26,0.5794,1.7779,455,423
163111,申万中小板,2015/7/29,0.7753,1.9738,447,416
163111,申万中小板,2015/7/01,0.7595,1.958,445,418
163111,申万中小板,2015/6/02,2.1347,2.2347,434,409
163111,申万中小板,2015/5/05,1.6205,1.688,448,432
163111,申万中小板,2015/4/03,1.6026,1.6701,447,435
163111,申万中小板,2015/3/06,1.2735,1.341,455,449
163111,申万中小板,2015/1/30,1.1654,1.2329,457,455
163111,申万中小板,2014/12/31,1.0604,1.1279,460,460
163111,申万中小板,2014/12/03,1.1026,1.1701,457,459
163111,申万中小板,2014/11/05,1.0781,1.1456,457,462
163111,申万中小板,2014/10/08,1.1078,1.1753,454,462
163111,申万中小板,2014/9/02,1.04,1.1075,456,466
163111,申万中小板,2014/8/05,0.9759,1.0434,457,469
163111,申万中小板,2014/7/08,0.949,1.0165,457,471
163111,申万中小板,2014/6/10,0.9192,0.9867,458,473
163111,申万中小板,2014/5/12,0.9033,0.9708,458,475
163111,申万中小板,2014/4/10,0.9844,1.0194,455,475
163111,申万中小板,2014/3/12,0.9723,1.0073,455,477
163111,申万中小板,2014/2/12,1.0808,1.1158,449,476
163111,申万中小板,2014/1/08,1.0231,1.0581,451,479
163111,申万中小板,2013/12/10,1.0304,1.0654,450,480
163111,申万中小板,2013/11/12,0.9947,1.0297,451,482
163111,申万中小板,2013/10/15,1.0945,1.1295,446,482
163111,申万中小板,2013/9/06,1.028,1.063,448,485
163111,申万中小板,2013/8/09,1.0194,1.0544,448,487
163111,申万中小板,2013/7/12,0.9675,1.0025,450,489
163111,申万中小板,2013/6/17,1.0022,1.0372,448,490
163111,申万中小板,2013/5/15,0.9875,1.0225,449,492
163111,申万中小板,2013/4/12,0.962,0.962,452,494
163111,申万中小板,2013/3/13,0.967,0.967,451,496
163111,申万中小板,2013/2/06,0.9737,0.9737,451,498
163111,申万中小板,2013/1/09,0.928,0.928,453,499
163111,申万中小板,2012/12/07,0.831,0.831,458,501
163111,申万中小板,2012/11/09,0.875,0.875,456,502
163111,申万中小板,2012/10/12,0.928,0.928,453,503
163111,申万中小板,2012/9/10,0.958,0.958,452,505
163111,申万中小板,2012/8/13,0.949,0.949,453,507
163111,申万中小板,2012/7/16,0.943,0.943,453,508
163111,申万中小板,2012/6/18,1.003,1.003,450,510
163111,申万中小板,2012/5/08,1,1,451,512
360001,光大量化核心,2015/10/30,1.3349,3.3586,425,349
360001,光大量化核心,2015/9/25,1.1216,3.1453,424,361
360001,光大量化核心,2015/8/26,1.1166,3.1403,420,364
360001,光大量化核心,2015/7/29,1.4116,3.4353,408,354
360001,光大量化核心,2015/7/01,1.5279,3.5516,401,352
360001,光大量化核心,2015/6/02,1.827,3.8507,387,343
360001,光大量化核心,2015/5/05,1.4764,3.5001,393,360
360001,光大量化核心,2015/4/03,1.4044,3.4081,392,368
360001,光大量化核心,2015/3/06,1.1368,3.1405,396,381
360001,光大量化核心,2015/1/30,1.0658,3.0695,394,388
360001,光大量化核心,2014/12/31,1.0369,3.0406,392,392
360001,光大量化核心,2014/12/03,1.0156,3.0193,390,396
360001,光大量化核心,2014/11/05,0.9579,2.9616,389,401
360001,光大量化核心,2014/10/08,0.9604,2.9641,386,405
360001,光大量化核心,2014/9/02,0.8965,2.9002,385,411
360001,光大量化核心,2014/8/05,0.8927,2.8964,382,415
360001,光大量化核心,2014/7/08,0.84,2.8437,382,420
360001,光大量化核心,2014/6/10,0.8172,2.8209,380,424
360001,光大量化核心,2014/5/12,0.8038,2.8075,379,428
360001,光大量化核心,2014/4/10,0.8594,2.8631,374,431
360001,光大量化核心,2014/3/12,0.8232,2.8269,373,436
360001,光大量化核心,2014/2/12,0.8815,2.8852,369,438
360001,光大量化核心,2014/1/08,0.8629,2.8666,368,444
360001,光大量化核心,2013/12/10,0.921,2.9247,363,447
360001,光大量化核心,2013/11/12,0.8782,2.8819,364,452
