fullAddr,time,lat,lng
北京北京市延庆县,48,40.545156469742,116.1697352863
北京北京市密云区,48,40.532843361005,117.00120053501
北京北京市门头沟区,48,40.000893031476,115.79579538125
福建省福州市仓山区,48,26.019664381274,119.33493643794
福建省福州市马尾区,48,26.082650321112,119.51080249492
福建省福州市闽侯县,48,26.182432187564,119.12238323588
福建省福州市连江县,48,26.301591411273,119.5683393031
福建省福州市闽清县,48,26.212273389994,118.77880310691
福建省福州市永泰县,48,25.857384057085,118.79474057257
福建省福州市平潭县,48,25.537737674887,119.76645322176
福建省福州市福清市,48,25.638120577122,119.37754701319
福建省福州市长乐市,48,25.915538436925,119.56271983507
福建省厦门市海沧区,48,24.53619033141,117.98395590267
福建省厦门市集美区,48,24.640972798479,118.02941167016
福建省厦门市同安区,48,24.781704734783,118.11468496447
福建省莆田市城厢区,48,25.433374872116,118.95444257513
福建省莆田市涵江区,48,25.604741724857,119.07903889678
福建省莆田市荔城区,48,25.427591842484,119.07410333682
福建省三明市梅列区,48,26.307448553348,117.63050069122
福建省三明市三元区,48,26.173967139255,117.51689648494
福建省泉州市鲤城区,48,24.905744690408,118.56845525017
福建省泉州市丰泽区,48,24.936275095413,118.6074317381
福建省泉州市洛江区,48,25.133414113301,118.64345333988
福建省泉州市泉港区,48,25.173479375703,118.81901718056
福建省泉州市石狮市,48,24.744894247253,118.69248092208
福建省泉州市晋江市,48,24.729638297698,118.55865054225
福建省泉州市南安市,48,25.017972545094,118.38898065958
福建省漳州市芗城区,48,24.575089413411,117.63336610614
福建省漳州市龙文区,48,24.537177249549,117.70403687855
福建省南平市延平区,48,26.590155096909,118.25473662436
福建省龙岩市新罗区,48,25.22220637939,117.08632241393
福建省宁德市蕉城区,48,26.763865425402,119.45455949068
福建省宁德市福安市,48,27.055896714799,119.65627713286
福建省宁德市福鼎市,48,27.224828701234,120.19830746412
广东省广州市花都区,48,23.446660997141,113.22017551212
广东省广州市南沙区,48,22.729893804121,113.58022392527
广东省广州市从化市,48,23.680249334509,113.68482375339
广东省广州市增城市,48,23.346745000895,113.76768712498
广东省珠海市金湾区,48,22.04721492726,113.41758987066
广东省汕头市龙湖区,48,23.408849226222,116.75934746239
广东省汕头市金平区,48,23.399887892781,116.65179359137
广东省汕头市濠江区,48,23.282442837577,116.71136293853
广东省汕头市潮阳区,48,23.347253898106,116.48544753544
广东省汕头市潮南区,48,23.181395091106,116.41405584392
广东省汕头市澄海区,48,23.532996549632,116.8148077949
广东省佛山市禅城区,48,23.004210165991,113.07042319497
广东省佛山市南海区,48,23.07826538747,113.04138132585
广东省佛山市顺德区,48,22.848510084787,113.18702987688
广东省佛山市三水区,48,23.294580845555,112.90467719327
广东省佛山市高明区,48,22.824522683444,112.68325830314
广东省江门市蓬江区,48,22.660132832793,113.06077007598
广东省江门市江海区,48,22.554846678035,113.13537054201
广东省江门市新会区,48,22.38821506964,113.0347511329
广东省湛江市赤坎区,48,21.287667885107,110.37972297262
广东省湛江市霞山区,48,21.2048473973,110.38519600028
广东省湛江市麻章区,48,21.094100364979,110.33802177707
广东省肇庆市端州区,48,23.103323258382,112.47779387429
广东省肇庆市鼎湖区,48,23.208968105809,112.62524912783
广东省肇庆市广宁县,48,23.677207015329,112.44331648004
广东省肇庆市怀集县,48,23.974272952942,112.18024001499
广东省肇庆市封开县,48,23.561267405148,111.72348651223
广东省肇庆市德庆县,48,23.276366860198,111.98726848872
广东省肇庆市高要市,48,23.082587100411,112.46171212596
广东省肇庆市四会市,48,23.431443755334,112.68755812366
广东省惠州市惠城区,48,23.163063495714,114.4858976486
广东省惠州市惠阳区,48,22.874748008729,114.47456584419
广东省梅州市梅江区,48,24.290750354901,116.11595202018
广东省梅州市梅县,48,24.371491367226,116.19954348528
广东省阳江市江城区,48,21.762803637074,111.93003574135
广东省阳江市阳西县,48,21.720609599412,111.60050919755
广东省阳江市阳东县,48,21.963854929907,112.06628262116
广东省阳江市阳春市,48,22.223897927949,111.69444876956
广东省清远市清城区,48,23.62585596526,113.11458528252
广东省清远市清新区,48,23.899181235749,112.88654838725
广东省清远市英德市,48,24.225680391225,113.32316898492
广东省潮州市湘桥区,48,23.700043577114,116.67789952964
河北省石家庄市井陉矿区,48,38.08109756116,114.05074376291
河北省石家庄市辛集市,48,37.924121876409,115.29874950521
河北省石家庄市藁城市,48,38.05493638214,114.81647579987
河北省石家庄市晋州市,48,37.991145102246,115.09173828064
河北省石家庄市新乐市,48,38.377578025839,114.76227076683
河北省石家庄市鹿泉市,48,38.084706825488,114.34732259893
河北省唐山市古冶区,48,39.723044780378,118.46223153818
