fullAddr,time,lat,lng
安徽省合肥市瑶海区,24,31.905375399342,117.33122366889
安徽省合肥市庐阳区,24,31.912901051134,117.24783468704
安徽省合肥市蜀山区,24,31.838184928803,117.23128044361
安徽省合肥市包河区,24,31.790724288122,117.35391279997
安徽省芜湖市镜湖区,24,31.351965582559,118.38724548573
安徽省芜湖市弋江区,24,31.216676779902,118.33596966824
安徽省芜湖市鸠江区,24,31.375481957255,118.49397424134
安徽省芜湖市三山区,24,31.212824987426,118.3117984229
安徽省蚌埠市龙子湖区,24,32.926342521363,117.47832568768
安徽省蚌埠市蚌山区,24,32.881522954878,117.35635619096
安徽省蚌埠市禹会区,24,32.889696360476,117.3055150635
安徽省淮南市田家庵区,24,32.564363767687,117.01468721736
安徽省淮南市谢家集区,24,32.544400181652,116.90877214688
安徽省淮南市潘集区,24,32.800694621968,116.86619300469
安徽省马鞍山市花山区,24,31.711627118315,118.57834785585
安徽省马鞍山市雨山区,24,31.659719310829,118.55455812086
安徽省淮北市杜集区,24,34.113251414374,116.95496714841
安徽省淮北市相山区,24,33.988334722309,116.72896156685
安徽省铜陵市铜官山区,24,30.929418780741,117.81073717384
安徽省铜陵市狮子山区,24,30.944772265424,117.88974925192
安徽省安庆市迎江区,24,30.541457598958,117.15254234871
安徽省安庆市大观区,24,30.532487247564,116.9809683319
安徽省安庆市宜秀区,24,30.614339999814,117.05612964375
安徽省滁州市琅琊区,24,32.338458080903,118.33756892154
安徽省阜阳市颍州区,24,32.867688563381,115.72772731323
安徽省阜阳市颍东区,24,32.941585109575,116.03998540511
安徽省阜阳市颍泉区,24,33.073509996971,115.73402623147
安徽省宿州市埇桥区,24,33.726032251705,117.15907588963
安徽省六安市金安区,24,31.631258470539,116.66194105885
安徽省六安市裕安区,24,31.753038540484,116.30257286162
安徽省池州市贵池区,24,30.514085692989,117.50847770852
安徽省宣城市宣州区,24,30.943631043255,118.7978027295
北京北京市东城区,24,39.938574012986,116.42188470126
北京北京市西城区,24,39.934280143709,116.37319010402
北京北京市朝阳区,24,39.958953166407,116.52169489108
北京北京市丰台区,24,39.841937852205,116.25837033547
北京北京市石景山区,24,39.938866544646,116.18455581037
北京北京市海淀区,24,40.033162045078,116.23967780102
北京北京市房山区,24,39.726752620796,115.8628363129
北京北京市通州区,24,39.809814883851,116.74007918068
北京北京市顺义区,24,40.154951470441,116.72822904528
北京北京市昌平区,24,40.221723549832,116.21645635689
北京北京市大兴区,24,39.652790118364,116.42519459738
北京北京市怀柔区,24,40.638139340311,116.59340835643
北京北京市平谷区,24,40.215925453896,117.15043344819
福建省福州市鼓楼区,24,26.097871106548,119.29063293961
福建省福州市台江区,24,26.062153767548,119.32406268487
福建省福州市仓山区,24,26.019664381274,119.33493643794
福建省福州市晋安区,24,26.221752079694,119.31492287341
福建省厦门市思明区,24,24.468728076403,118.13453488213
福建省厦门市湖里区,24,24.521973931072,118.14467575095
广东省广州市荔湾区,24,23.093666203644,113.23442278391
广东省广州市越秀区,24,23.139277859339,113.28783302666
广东省广州市海珠区,24,23.087629228789,113.33384126613
广东省广州市天河区,24,23.166129265425,113.38564289133
广东省广州市白云区,24,23.294514083014,113.33130628641
广东省广州市黄埔区,24,23.108711814239,113.49288457425
广东省广州市番禺区,24,22.934590795798,113.41679952965
广东省广州市萝岗区,24,23.256272300342,113.52257363237
广东省深圳市罗湖区,24,22.581934478848,114.15639529324
广东省深圳市福田区,24,22.551730572433,114.05559275391
广东省深圳市南山区,24,22.558887751083,113.95072266574
广东省深圳市宝安区,24,22.707432793082,113.93001313569
广东省深圳市龙岗区,24,22.657462286882,114.34769572771
广东省深圳市盐田区,24,22.606981337589,114.27848287567
广东省深圳市光明新区,24,22.78669406443,113.89872688526
广东省深圳市坪山新区,24,22.696909141603,114.34998598686
广东省深圳市大鹏新区,24,22.591399983321,114.48708824833
广东省深圳市龙华新区,24,22.659210205235,114.03049680522
广东省珠海市香洲区,24,22.26559983535,113.53373098039
广东省珠海市斗门区,24,22.216636753124,113.24798167517
广东省珠海市金湾区,24,22.04721492726,113.41758987066
广东省佛山市禅城区,24,23.004210165991,113.07042319497
广东省佛山市南海区,24,23.07826538747,113.04138132585
广东省佛山市顺德区,24,22.848510084787,113.18702987688
广东省东莞市东莞市,24,23.043023815368,113.76343399076
广东省中山市中山市,24,22.545177514513,113.4220600208
河北省石家庄市长安区,24,38.076874795787,114.59262155387
河北省石家庄市桥东区,24,38.063389753809,114.51078430496
河北省石家庄市桥西区,24,38.033364550068,114.43813995532
河北省石家庄市新华区,24,38.117218640478,114.45350142869
河北省石家庄市裕华区,24,38.014621045712,114.58638255261
河北省唐山市路南区,24,39.612986996735,118.20604028639
河北省唐山市路北区,24,39.657845680029,118.18506997308
河北省秦皇岛市海港区,24,39.988779577117,119.57761724583
河北省秦皇岛市北戴河区,24,39.854292584187,119.47932079421
河北省邯郸市邯山区,24,36.536153078937,114.46928986668
河北省邯郸市丛台区,24,36.637214815152,114.51106763052
河北省邯郸市复兴区,24,36.610368592227,114.44809470749
河北省邢台市桥东区,24,37.059046252073,114.52129744384
河北省邢台市桥西区,24,37.053579664221,114.46840126286
河北省保定市新市区,24,38.88118294749,115.41224520287
河北省保定市北市区,24,38.89751051328,115.53291188711
河北省保定市南市区,24,38.821876910812,115.48478445077
河北省张家口市桥东区,24,40.782910350247,114.91516641164
河北省张家口市桥西区,24,40.83764647974,114.8616234507
河北省承德市双桥区,24,40.971406352197,117.94835524238
河北省沧州市新华区,24,38.308375333084,116.89305880724
河北省沧州市运河区,24,38.314446124596,116.84485357764
河北省廊坊市安次区,24,39.345312180639,116.79612310881
河北省廊坊市广阳区,24,39.533685537455,116.69423648939
河北省衡水市桃城区,24,37.72421788608,115.66665700012
湖北省武汉市江岸区,24,30.656090889378,114.33286813952
湖北省武汉市江汉区,24,30.610951375707,114.26638369307
湖北省武汉市硚口区,24,30.581084126921,114.31620010268
湖北省武汉市汉阳区,24,30.547265210116,114.21759191464
湖北省武汉市武昌区,24,30.564860292785,114.35362228468
湖北省武汉市青山区,24,30.633205056354,114.44449542245
湖北省武汉市洪山区,24,30.54362328175,114.43389643664
湖北省武汉市东西湖区,24,30.69815326481,114.08715512184
湖北省武汉市汉南区,24,30.287139798861,113.96273175623
湖北省武汉市蔡甸区,24,30.456183515878,113.97206459286
湖北省武汉市江夏区,24,30.252484112134,114.36708160048
湖北省武汉市黄陂区,24,30.985285897674,114.36464422879
湖北省武汉市新洲区,24,30.803887901859,114.76208468205
湖北省黄石市黄石港区,24,30.233764966969,115.0731593966
湖北省黄石市西塞山区,24,30.184485507434,115.1322665517
湖北省黄石市下陆区,24,30.195818128952,114.99298679763
湖北省黄石市铁山区,24,30.218698027629,114.90300946351
湖北省鄂州市华容区,24,30.473067617235,114.7014718376
湖北省鄂州市鄂城区,24,30.320603111112,114.90101603375
湖北省孝感市孝南区,24,30.9446167023,114.01614199013
湖北省黄冈市黄州区,24,30.518802478736,114.94956939748
湖北省咸宁市咸安区,24,29.854650359958,114.39186727646
湖南省长沙市芙蓉区,24,28.203810552355,113.02096885649
湖南省长沙市天心区,24,28.144470861087,112.99619520748
