date,close,high,low,open,priceChange
2014-09-26,"2,347.718","2,350.109","2,329.955","2,345.103",2.615
2014-09-25,"2,345.103","2,365.154","2,336.805","2,343.575",1.528
2014-09-24,"2,343.575","2,345.747","2,297.876","2,309.718",33.857
2014-09-23,"2,309.718","2,311.525","2,289.024","2,289.866",19.852
2014-09-22,"2,289.866","2,323.554","2,284.378","2,329.451",-39.585
2014-09-19,"2,329.451","2,331.561","2,305.517","2,315.928",13.523
2014-09-18,"2,315.928","2,319.875","2,297.931","2,307.893",8.035
2014-09-17,"2,307.893","2,309.048","2,282.795","2,296.555",11.338
2014-09-16,"2,296.555","2,347.935","2,293.869","2,339.14",-42.585
2014-09-15,"2,339.14","2,340.449","2,321.593","2,331.95",7.19
2014-09-12,"2,331.95","2,331.95","2,302.775","2,311.679",20.271
2014-09-11,"2,311.679","2,343.595","2,304.602","2,318.305",-6.626
2014-09-10,"2,318.305","2,321.908","2,306.421","2,326.527",-8.222
2014-09-09,"2,326.527","2,331.917","2,315.894","2,326.432",0.095
2014-09-05,"2,326.432","2,327.557","2,307.447","2,306.862",19.57
2014-09-04,"2,306.862","2,307.701","2,283.277","2,288.627",18.235
2014-09-03,"2,288.627","2,290.547","2,268.1","2,266.046",22.581
2014-09-02,"2,266.046","2,267.509","2,234.378","2,235.511",30.535
2014-09-01,"2,235.511","2,236.286","2,217.685","2,217.2",18.311
2014-08-29,"2,217.2","2,218.696","2,193.263","2,195.818",21.382
2014-08-28,"2,195.818","2,219.473","2,194.861","2,209.465",-13.647
2014-08-27,"2,209.465","2,216.67","2,204.048","2,207.106",2.359
2014-08-26,"2,207.106","2,232.785","2,200.618","2,229.274",-22.168
2014-08-25,"2,229.274","2,241.553","2,222.009","2,240.812",-11.538
2014-08-22,"2,240.812","2,243.303","2,225.267","2,230.458",10.354
2014-08-21,"2,230.458","2,240.077","2,211.63","2,240.211",-9.753
2014-08-20,"2,240.211","2,248.939","2,233.892","2,245.33",-5.119
2014-08-19,"2,245.33","2,246.016","2,227.925","2,239.466",5.864
2014-08-18,"2,239.466","2,242.035","2,228.134","2,226.734",12.732
2014-08-15,"2,226.734","2,230.872","2,203.242","2,206.466",20.268
2014-08-14,"2,206.466","2,230.894","2,204.384","2,222.877",-16.411
2014-08-13,"2,222.877","2,230.991","2,202.443","2,221.595",1.282
2014-08-12,"2,221.595","2,222.979",2210,"2,224.654",-3.059
2014-08-11,"2,224.654","2,225.961","2,198.314","2,194.425",30.229
2014-08-08,"2,194.425","2,199.578","2,180.597","2,187.669",6.756
2014-08-07,"2,187.669","2,220.568","2,185.763","2,217.465",-29.796
2014-08-06,"2,217.465","2,223.893","2,192.993","2,219.945",-2.48
2014-08-05,"2,219.945","2,226.838","2,206.85","2,223.331",-3.386
2014-08-04,"2,223.331","2,224.068","2,186.917","2,185.303",38.028
2014-08-01,"2,185.303","2,218.789","2,184.641","2,201.562",-16.259
2014-07-31,"2,201.562","2,202.126","2,173.9","2,181.243",20.319
2014-07-30,"2,181.243","2,194.572","2,177.244","2,183.192",-1.949
2014-07-29,"2,183.192","2,193.523","2,172.102","2,177.948",5.244
2014-07-28,"2,177.948","2,181.496","2,135.249","2,126.614",51.334
2014-07-25,"2,126.614","2,127.217","2,106.714","2,105.062",21.552
2014-07-24,"2,105.062","2,107.946","2,079.632","2,078.489",26.573
2014-07-23,"2,078.489","2,088.192","2,072.229","2,075.481",3.008
2014-07-22,"2,075.481","2,078.085","2,049.815","2,054.479",21.002
2014-07-21,"2,054.479","2,061.823","2,049.175","2,059.067",-4.588
2014-07-18,"2,059.067","2,067.233","2,045.996","2,055.591",3.476
2014-07-17,"2,055.591","2,062.888","2,046.189","2,067.276",-11.685
2014-07-16,"2,067.276","2,075.493","2,061.572","2,070.357",-3.081
2014-07-15,"2,070.357","2,070.358","2,059.679","2,066.646",3.711
2014-07-14,"2,066.646","2,067.342","2,044.901","2,046.961",19.685
2014-07-11,"2,046.961","2,051.737","2,033.004","2,038.342",8.619
2014-07-10,"2,038.342","2,045.527","2,034.956","2,038.612",-0.27
2014-07-09,"2,038.612","2,062.474","2,037.601","2,064.021",-25.409
2014-07-08,"2,064.021","2,064.433","2,047.204","2,059.927",4.094
2014-07-07,"2,059.927","2,064.043","2,050.887","2,059.375",0.552
2014-07-04,"2,059.375","2,065.078","2,054.217","2,063.229",-3.854
2014-07-03,"2,063.229","2,066.641","2,048.081","2,059.418",3.811
2014-07-02,"2,059.418","2,060.595","2,044.035","2,050.381",9.037
2014-07-01,"2,050.381","2,052.635","2,041.937","2,048.327",2.054
2014-06-30,"2,048.327","2,052.342","2,038.527","2,036.51",11.817
2014-06-27,"2,036.51","2,043.982","2,025.073","2,038.677",-2.167
2014-06-26,"2,038.677","2,040.754","2,025.314","2,025.502",13.175
2014-06-25,"2,025.502","2,030.616","2,018.36","2,033.931",-8.429
2014-06-24,"2,033.931","2,034.707","2,021.75","2,024.365",9.566
2014-06-23,"2,024.365","2,033.32","2,022.917","2,026.674",-2.309
2014-06-20,"2,026.674","2,027.148","2,010.53","2,023.735",2.939
2014-06-19,"2,023.735","2,059.255","2,017.653","2,055.519",-31.784
2014-06-18,"2,055.519","2,066.913","2,051.746","2,066.698",-11.179
2014-06-17,"2,066.698","2,080.482","2,064.666","2,085.983",-19.285
2014-06-16,"2,085.983","2,087.322","2,069.441","2,070.715",15.268
2014-06-13,"2,070.715","2,073.596","2,048.618","2,051.713",19.002
2014-06-12,"2,051.713","2,057.105","2,045.962","2,054.948",-3.235
2014-06-11,"2,054.948","2,056.631","2,045.407","2,052.532",2.416
2014-06-10,"2,052.532","2,052.765","2,026.389","2,030.502",22.03
2014-06-09,"2,030.502","2,045.255","2,023.198","2,029.956",0.546
2014-06-06,"2,029.956","2,041.573","2,022.158","2,040.878",-10.922
2014-06-05,"2,040.878","2,041.701","2,016.175","2,024.834",16.044
2014-06-04,"2,024.834","2,038.481","2,012.913","2,038.305",-13.471
2014-06-03,"2,038.305","2,049.576","2,037.3","2,039.212",-0.907
2014-05-30,"2,039.212","2,046.96","2,031.373","2,040.595",-1.383
2014-05-29,"2,040.595","2,057.077","2,039.238","2,050.228",-9.633
2014-05-28,"2,050.228","2,052.656","2,029.336","2,034.565",15.663
2014-05-27,"2,034.565","2,044.148","2,032.839","2,041.476",-6.911
2014-05-26,"2,041.476","2,045.381","2,035.094","2,034.569",6.907
2014-05-23,"2,034.569","2,034.569","2,017.739","2,021.285",13.284
2014-05-22,"2,021.285","2,041.96","2,018.877","2,024.951",-3.666
2014-05-21,"2,024.951","2,025.194","1,991.055","2,008.119",16.832
2014-05-20,"2,008.119","2,018.156","2,002.759","2,005.183",2.936
2014-05-19,"2,005.183","2,023.267","1,996.015","2,026.504",-21.321
2014-05-16,"2,026.504","2,027.756","2,012.694","2,024.974",1.53
2014-05-15,"2,024.974","2,047.316","2,022.861","2,047.91",-22.936
2014-05-14,"2,047.91","2,056.574","2,042.744","2,050.728",-2.818
2014-05-13,"2,050.728","2,061.06","2,043.547","2,052.871",-2.143
2014-05-12,"2,052.871","2,055.506","2,016.638","2,011.135",41.736
2014-05-09,"2,011.135","2,020.454","2,001.3","2,015.274",-4.139
2014-05-08,"2,015.274","2,036.941","2,005.685","2,010.083",5.191
2014-05-07,"2,010.083","2,024.631","2,008.451","2,028.038",-17.955
2014-05-06,"2,028.038","2,038.705","2,021.485","2,027.353",0.685
2014-05-05,"2,027.353","2,028.957","2,007.351","2,026.358",0.995
2014-04-30,"2,026.358","2,029.538","2,016.577","2,020.341",6.017
2014-04-29,"2,020.341","2,021.68","1,997.64","2,003.487",16.854
2014-04-28,"2,003.487","2,035.99","2,000.137","2,036.519",-33.032
2014-04-25,"2,036.519","2,065.643","2,035.566","2,057.033",-20.514
2014-04-24,"2,057.033","2,075.757","2,056.193","2,067.382",-10.349
2014-04-23,"2,067.382","2,076.349","2,059.109","2,072.831",-5.449
2014-04-22,"2,072.831","2,073.663","2,047.332","2,065.826",7.005
2014-04-21,"2,065.826","2,103.078","2,065.234","2,097.748",-31.922
2014-04-18,"2,097.748","2,099.637","2,081.185","2,098.885",-1.137
2014-04-17,"2,098.885","2,110.716","2,095.714","2,105.122",-6.237
2014-04-16,"2,105.122","2,112.05","2,092.157","2,101.601",3.521
2014-04-15,"2,101.601","2,125.902","2,098.15","2,131.539",-29.938
2014-04-14,"2,131.539","2,134.434","2,116.61","2,130.542",0.997
2014-04-11,"2,130.542","2,138.651","2,120.179","2,134.3",-3.758
2014-04-10,"2,134.3","2,146.67","2,098.079","2,105.237",29.063
2014-04-09,"2,105.237","2,108.75","2,095.64","2,098.284",6.953
2014-04-08,"2,098.284","2,102.452","2,052.9","2,058.831",39.453
2014-04-04,"2,058.831","2,060.104","2,035.221","2,043.702",15.129
2014-04-03,"2,043.702","2,066.007","2,037.447","2,058.988",-15.286
2014-04-02,"2,058.988","2,060.778","2,046.742","2,047.46",11.528
2014-04-01,"2,047.46","2,050.681","2,028.096","2,033.306",14.154
2014-03-31,"2,033.306","2,048.134","2,024.185","2,041.712",-8.406
2014-03-28,"2,041.712","2,060.134","2,035.243","2,046.588",-4.876
2014-03-27,"2,046.588","2,073.982","2,042.713","2,063.67",-17.082
2014-03-26,"2,063.67","2,074.572","2,057.648","2,067.311",-3.641
2014-03-25,"2,067.311","2,079.551","2,057.491","2,066.279",1.032
2014-03-24,"2,066.279","2,074.056","2,043.33","2,047.619",18.66
2014-03-21,"2,047.619","2,052.472","1,986.071","1,993.479",54.14
2014-03-20,"1,993.479","2,030.847","1,993.002","2,021.734",-28.255
2014-03-19,"2,021.734","2,022.181","2,002.441","2,025.196",-3.462
2014-03-18,"2,025.196","2,034.917","2,020.41","2,023.673",1.523
2014-03-17,"2,023.673","2,024.372","1,999.249","2,004.339",19.334
2014-03-14,"2,004.339","2,017.913","1,990.98","2,019.111",-14.772
2014-03-13,"2,019.111","2,029.12","1,996.529","1,997.692",21.419
2014-03-12,"1,997.692","2,011.06","1,974.382","2,001.157",-3.465
2014-03-11,"2,001.157","2,008.071","1,985.599","1,999.065",2.092
2014-03-10,"1,999.065","2,042.634","1,995.549","2,057.908",-58.843
2014-03-07,"2,057.908","2,079.49","2,050.47","2,059.578",-1.67
2014-03-06,"2,059.578","2,065.79","2,030.946","2,053.084",6.494
2014-03-05,"2,053.084","2,074.815","2,050.175","2,071.473",-18.389
2014-03-04,"2,071.473","2,074.025","2,050.125","2,075.235",-3.762
2014-03-03,"2,075.235","2,078.333","2,047.067","2,056.302",18.933
2014-02-28,"2,056.302","2,058.489","2,020.935","2,047.354",8.948
2014-02-27,"2,047.354","2,068.314","2,036.391","2,041.254",6.1
2014-02-26,"2,041.254","2,041.627","2,014.381","2,034.219",7.035
2014-02-25,"2,034.219","2,087.616","2,026.543","2,076.686",-42.467
2014-02-24,"2,076.686","2,099.717","2,058.791","2,113.693",-37.007
2014-02-21,"2,113.693","2,132.703","2,098.328","2,138.782",-25.089
2014-02-20,"2,138.782","2,177.978","2,136.481","2,142.554",-3.772
2014-02-19,"2,142.554","2,152.961","2,111.168","2,119.066",23.488
2014-02-18,"2,119.066","2,134.143","2,113.128","2,135.415",-16.349
2014-02-17,"2,135.415","2,136.447","2,117.689","2,115.848",19.567
2014-02-14,"2,115.848","2,116.186","2,095.09","2,098.401",17.447
2014-02-13,"2,098.401","2,122.826","2,096.966","2,109.955",-11.554
2014-02-12,"2,109.955","2,110.904","2,096.509","2,103.671",6.284
2014-02-11,"2,103.671","2,111.061","2,082.522","2,086.067",17.604
2014-02-10,"2,086.067","2,087.975","2,049.984","2,044.497",41.57
2014-02-07,"2,044.497","2,044.73","2,014.698","2,033.083",11.414
2014-01-30,"2,033.083","2,045.931","2,031.466","2,049.914",-16.831
2014-01-29,"2,049.914","2,051.583","2,039.771","2,038.513",11.401
2014-01-28,"2,038.513","2,047.129","2,026.987","2,033.3",5.213
2014-01-27,"2,033.3","2,044.846","2,029.626","2,054.392",-21.092
2014-01-24,"2,054.392","2,060.986","2,034.453","2,042.18",12.212
2014-01-23,"2,042.18","2,052.528","2,039.052","2,051.749",-9.569
2014-01-22,"2,051.749","2,052.339","2,008.93","2,008.313",43.436
2014-01-21,"2,008.313","2,014.152","1,992.015","1,991.253",17.06
2014-01-20,"1,991.253","2,005.938","1,984.824","2,004.949",-13.696
2014-01-17,"2,004.949","2,017.868","2,001.33","2,023.701",-18.752
2014-01-16,"2,023.701","2,034.707","2,014.407","2,023.348",0.353
2014-01-15,"2,023.348","2,027.409","2,010.204","2,026.842",-3.494
2014-01-14,"2,026.842","2,027.428","2,001.135","2,009.564",17.278
2014-01-13,"2,009.564","2,027.181","2,000.404","2,013.298",-3.734
2014-01-10,"2,013.298","2,029.297","2,008.007","2,027.622",-14.324
2014-01-09,"2,027.622","2,057.196","2,026.446","2,044.34",-16.718
2014-01-08,"2,044.34","2,062.952","2,037.11","2,047.317",-2.977
2014-01-07,"2,047.317","2,052.279","2,029.246","2,045.709",1.608
2014-01-06,"2,045.709","2,078.684","2,034.006","2,083.136",-37.427
2014-01-03,"2,083.136","2,102.167","2,075.899","2,109.387",-26.251
2014-01-02,"2,109.387","2,113.11","2,101.016","2,115.978",-6.591
2013-12-31,"2,115.978","2,120.274","2,087.415","2,097.529",18.449
2013-12-30,"2,097.529","2,112.009","2,095.063","2,101.251",-3.722
2013-12-27,"2,101.251","2,110.357","2,069.59","2,073.099",28.152
2013-12-26,"2,073.099","2,102.66","2,070.546","2,106.354",-33.255
2013-12-25,"2,106.354","2,107.232","2,088.297","2,092.905",13.449
2013-12-24,"2,092.905","2,111.805","2,079.81","2,089.707",3.198
2013-12-23,"2,089.707","2,099.522","2,068.543","2,084.794",4.913
2013-12-20,"2,084.794","2,131.737","2,082.855","2,127.792",-42.998
2013-12-19,"2,127.792","2,159.142","2,126.246","2,148.285",-20.493
2013-12-18,"2,148.285","2,156.593","2,142.624","2,151.079",-2.794
2013-12-17,"2,151.079","2,165.543","2,146.314","2,160.861",-9.782
2013-12-16,"2,160.861","2,201.696","2,159.987","2,196.075",-35.214
2013-12-13,"2,196.075","2,204.637","2,183.842","2,202.796",-6.721
2013-12-12,"2,202.796","2,214.548","2,194.901","2,204.166",-1.37
2013-12-11,"2,204.166","2,228.633","2,193.16","2,237.492",-33.326
2013-12-10,"2,237.492","2,250.504","2,231.68","2,238.2",-0.708
2013-12-09,"2,238.2","2,249.169","2,231.734","2,237.108",1.092
2013-12-06,"2,237.108","2,248.147","2,228.632","2,247.063",-9.955
2013-12-05,"2,247.063","2,255.261","2,239.144","2,251.762",-4.699
2013-12-04,"2,251.762","2,260.871","2,215.916","2,222.67",29.092
2013-12-03,"2,222.67","2,227.925","2,193.251","2,207.371",15.299
2013-12-02,"2,207.371","2,231.921","2,172.633","2,220.504",-13.133
2013-11-29,"2,220.504","2,224.944","2,212.263","2,219.372",1.132
2013-11-28,"2,219.372","2,234.387","2,202.623","2,201.07",18.302
2013-11-27,"2,201.07","2,207.617","2,176.847","2,183.073",17.997
2013-11-26,"2,183.073","2,192.579","2,176.177","2,186.115",-3.042
2013-11-25,"2,186.115","2,209.148","2,181.418","2,196.378",-10.263
2013-11-22,"2,196.378","2,211.066","2,188.767","2,205.766",-9.388
2013-11-21,"2,205.766","2,206.531","2,177.735","2,206.613",-0.847
2013-11-20,"2,206.613","2,207.105","2,186.642","2,193.125",13.488
2013-11-19,"2,193.125","2,203.297","2,186.114","2,197.219",-4.094
2013-11-18,"2,197.219","2,198.316","2,143.768","2,135.827",61.392
2013-11-15,"2,135.827","2,153.213","2,100.786","2,100.506",35.321
2013-11-14,"2,100.506","2,102.38","2,078.988","2,087.941",12.565
2013-11-13,"2,087.941","2,117.912","2,086.006","2,126.772",-38.831
2013-11-12,"2,126.772","2,127.938","2,108.396","2,109.471",17.301
2013-11-11,"2,109.471","2,117.28","2,093.626","2,106.127",3.344
2013-11-08,"2,106.127","2,128.581","2,103.51","2,129.4",-23.273
2013-11-07,"2,129.4","2,141.6","2,119.186","2,139.607",-10.207
2013-11-06,"2,139.607","2,166.171","2,138.78","2,157.24",-17.633
2013-11-05,"2,157.24","2,158.148","2,124.845","2,149.634",7.606
2013-11-04,"2,149.634","2,160.578","2,143.207","2,149.562",0.072
2013-11-01,"2,149.562","2,157.313","2,132.629","2,141.614",7.948
2013-10-31,"2,141.614","2,155.511","2,137.466","2,160.463",-18.849
2013-10-30,"2,160.463","2,161.935","2,121.841","2,128.864",31.599
2013-10-29,"2,128.864","2,163.657","2,093.197","2,133.869",-5.005
2013-10-28,"2,133.869","2,140.957","2,123.069","2,132.955",0.914
2013-10-25,"2,132.955","2,170.612","2,122.678","2,164.322",-31.367
2013-10-24,"2,164.322","2,183.412","2,159.871","2,183.107",-18.785
2013-10-23,"2,183.107","2,226.847","2,177.725","2,210.652",-27.545
2013-10-22,"2,210.652","2,227.341","2,204.244","2,229.237",-18.585
2013-10-21,"2,229.237","2,230.285","2,190.394","2,193.78",35.457
2013-10-18,"2,193.78","2,203.291","2,184.36","2,188.542",5.238
2013-10-17,"2,188.542","2,211.03","2,183.246","2,193.074",-4.532
2013-10-16,"2,193.074","2,228.113","2,183.403","2,233.412",-40.338
2013-10-15,"2,233.412","2,240.25","2,221.139","2,237.773",-4.361
2013-10-14,"2,237.773","2,242.984","2,226.403","2,228.146",9.627
2013-10-11,"2,228.146","2,228.871","2,200.53","2,190.929",37.217
2013-10-10,"2,190.929","2,214.592","2,186.48","2,211.769",-20.84
2013-10-09,"2,211.769","2,212.347","2,185.181","2,198.199",13.57
2013-10-08,"2,198.199","2,200.018","2,161.489","2,174.665",23.534
2013-09-30,"2,174.665","2,176.303","2,165.162","2,160.027",14.638
2013-09-27,"2,160.027","2,165.777","2,149.594","2,155.809",4.218
2013-09-26,"2,155.809","2,192.226","2,154.721","2,198.515",-42.706
2013-09-25,"2,198.515","2,217.974","2,193.722","2,207.531",-9.016
2013-09-24,"2,207.531","2,219.543","2,187.236","2,221.044",-13.513
2013-09-23,"2,221.044","2,223.068","2,198.336","2,191.851",29.193
2013-09-18,"2,191.851","2,195.904","2,172.043","2,185.56",6.291
2013-09-17,"2,185.56","2,230.929","2,184.922","2,231.401",-45.841
2013-09-16,"2,231.401","2,248.471","2,226.171","2,236.217",-4.816
2013-09-13,"2,236.217","2,259.424","2,228.483","2,255.605",-19.388
2013-09-12,"2,255.605","2,270.268","2,226.288","2,241.268",14.337
2013-09-11,"2,241.268","2,258.075","2,233.003","2,237.984",3.284
2013-09-10,"2,237.984","2,238.551","2,202.817","2,212.516",25.468
2013-09-09,"2,212.516","2,218.529","2,151.347","2,139.993",72.523
2013-09-06,"2,139.993","2,143.244","2,119.021","2,122.43",17.563
2013-09-05,"2,122.43","2,127.855","2,115.236","2,127.618",-5.188
2013-09-04,"2,127.618","2,132.996","2,115.753","2,123.112",4.506
2013-09-03,"2,123.112","2,123.847","2,095.455","2,098.448",24.664
2013-09-02,"2,098.448","2,108.683","2,078.455","2,098.382",0.066
2013-08-30,"2,098.382","2,114.393","2,089.095","2,097.227",1.155
2013-08-29,"2,097.227","2,110.894","2,088.236","2,101.301",-4.074
2013-08-28,"2,101.301","2,113.817","2,080.861","2,103.567",-2.266
2013-08-27,"2,103.567","2,105.376","2,090.425","2,096.474",7.093
2013-08-26,"2,096.474","2,097.344","2,056.133","2,057.458",39.016
2013-08-23,"2,057.458","2,079.846","2,029.365","2,067.124",-9.666
2013-08-22,"2,067.124","2,083.333","2,062.367","2,072.961",-5.837
2013-08-21,"2,072.961","2,076.317","2,056.913","2,072.595",0.366
2013-08-20,"2,072.595","2,098.98","2,066.072","2,085.602",-13.007
2013-08-19,"2,085.602","2,091.132","2,052.703","2,068.452",17.15
2013-08-16,"2,068.452","2,198.848","2,061.654","2,081.88",-13.428
2013-08-15,"2,081.88","2,108.405","2,079.969","2,100.137",-18.257
2013-08-14,"2,100.137","2,122.965","2,093.043","2,106.156",-6.019
2013-08-13,"2,106.156","2,106.397","2,093.796","2,101.283",4.873
2013-08-12,"2,101.283","2,102.347","2,055.715","2,052.235",49.048
2013-08-09,"2,052.235","2,061.708","2,030.127","2,044.895",7.34
2013-08-08,"2,044.895","2,058.561","2,037.251","2,046.778",-1.883
2013-08-07,"2,046.778","2,069.561","2,043.75","2,060.5",-13.722
2013-08-06,"2,060.5","2,066.74","2,034.957","2,050.481",10.019
2013-08-05,"2,050.481","2,050.911","2,025.226","2,029.418",21.063
2013-08-02,"2,029.418","2,047.084","2,025.654","2,029.067",0.351
2013-08-01,"2,029.067","2,029.928","1,997.058","1,993.799",35.268
2013-07-31,"1,993.799","2,015.472","1,987.88","1,990.064",3.735
2013-07-30,"1,990.064","2,006.232","1,965.361","1,976.306",13.758
2013-07-29,"1,976.306","1,997.838","1,969.853","2,010.85",-34.544
2013-07-26,"2,010.85","2,021.574","2,000.797","2,021.174",-10.324
2013-07-25,"2,021.174","2,045.365","2,016.431","2,033.329",-12.155
2013-07-24,"2,033.329","2,042.773","2,010.424","2,043.876",-10.547
2013-07-23,"2,043.876","2,051.526","2,005.092","2,004.762",39.114
2013-07-22,"2,004.762","2,005.474","1,970.639","1,992.648",12.114
2013-07-19,"1,992.648","2,035.22","1,990.253","2,023.396",-30.748
2013-07-18,"2,023.396","2,043.372","2,016.899","2,044.922",-21.526
2013-07-17,"2,044.922","2,075.813","2,043.231","2,065.72",-20.798
2013-07-16,"2,065.72","2,066.363","2,038.535","2,059.39",6.33
2013-07-15,"2,059.39","2,076.665","2,037.248","2,039.486",19.904
2013-07-12,"2,039.486","2,074.857","2,036.05","2,072.991",-33.505
2013-07-11,"2,072.991","2,092.868","2,010.4","2,008.126",64.865
2013-07-10,"2,008.126","2,009.36","1,960.277","1,965.454",42.672
2013-07-09,"1,965.454","1,969.149","1,946.366","1,958.273",7.181
2013-07-08,"1,958.273","1,983.215","1,953.121","2,007.199",-48.926
2013-07-05,"2,007.199","2,021.541","2,002.367","2,006.098",1.101
2013-07-04,"2,006.098","2,022.136","1,974.103","1,994.268",11.83
2013-07-03,"1,994.268","1,996.537","1,965.519","2,006.56",-12.292
2013-07-02,"2,006.56","2,007.62","1,978.428","1,995.242",11.318
2013-07-01,"1,995.242","1,995.916","1,957.571","1,979.206",16.036
2013-06-28,"1,979.206","1,987.984","1,925.651","1,950.013",29.193
2013-06-27,"1,950.013","1,980.54","1,942.371","1,951.495",-1.482
2013-06-26,"1,951.495","1,959.158","1,922.824","1,959.508",-8.013
2013-06-25,"1,959.508","1,963.566","1,849.653","1,963.235",-3.727
2013-06-24,"1,963.235","2,068.862","1,958.401","2,073.095",-109.86
2013-06-21,"2,073.095","2,085.86","2,042.879","2,084.021",-10.926
2013-06-20,"2,084.021","2,132.813","2,082.825","2,143.454",-59.433
2013-06-19,"2,143.454","2,150.816","2,115.793","2,159.291",-15.837
2013-06-18,"2,159.291","2,161.681","2,138.347","2,156.215",3.076
2013-06-17,"2,156.215","2,169.356","2,147.029","2,162.041",-5.826
2013-06-14,"2,162.041","2,163.846","2,142.78","2,148.355",13.686
2013-06-13,"2,148.355","2,190.101","2,126.216","2,210.898",-62.543
2013-06-07,"2,210.898","2,250.629","2,205.066","2,242.11",-31.212
2013-06-06,"2,242.11","2,266.692","2,240.07","2,270.931",-28.821
2013-06-05,"2,270.931","2,276.865","2,260.871","2,272.416",-1.485
2013-06-04,"2,272.416","2,297.1","2,264.761","2,299.252",-26.836
2013-06-03,"2,299.252","2,313.425","2,294.113","2,300.595",-1.343
2013-05-31,"2,300.595","2,325.534","2,299.369","2,317.749",-17.154
2013-05-30,"2,317.749","2,325.721","2,310.492","2,324.017",-6.268
2013-05-29,"2,324.017","2,334.335","2,321.166","2,321.318",2.699
2013-05-28,"2,321.318","2,322.099","2,281.468","2,293.077",28.241
2013-05-27,"2,293.077","2,301.702","2,283.935","2,288.533",4.544
2013-05-24,"2,288.533","2,292.595","2,270.25","2,275.667",12.866
2013-05-23,"2,275.667","2,304.953","2,274.102","2,302.403",-26.736
2013-05-22,"2,302.403","2,314.183","2,292.431","2,305.114",-2.711
2013-05-21,"2,305.114","2,305.301","2,290.124","2,299.986",5.128
2013-05-20,"2,299.986","2,309.392","2,281.899","2,282.87",17.116
2013-05-17,"2,282.87","2,288.091","2,248.413","2,251.806",31.064
2013-05-16,"2,251.806","2,252.872","2,210.77","2,224.797",27.009
2013-05-15,"2,224.797","2,225.186","2,213.582","2,217.01",7.787
2013-05-14,"2,217.01","2,239.926","2,205.873","2,241.92",-24.91
2013-05-13,"2,241.92","2,250.854","2,231.363","2,246.831",-4.911
2013-05-10,"2,246.831","2,247.674","2,225.812","2,232.971",13.86
2013-05-09,"2,232.971","2,247.864","2,221.384","2,246.3",-13.329
2013-05-08,"2,246.3","2,255.208","2,235.417","2,235.575",10.725
2013-05-07,"2,235.575","2,240.256","2,219.435","2,231.166",4.409
2013-05-06,"2,231.166","2,236.066","2,212.495","2,205.497",25.669
2013-05-03,"2,205.497","2,222.811","2,179.049","2,174.123",31.374
2013-05-02,"2,174.123","2,179.647","2,161.14","2,177.912",-3.789
2013-04-26,"2,177.912","2,210.581","2,173.864","2,199.307",-21.395
2013-04-25,"2,199.307","2,224.63","2,191.848","2,218.318",-19.011
2013-04-24,"2,218.318","2,226.117","2,184.109","2,184.538",33.78
2013-04-23,"2,184.538","2,242.616","2,182.806","2,242.169",-57.631
2013-04-22,"2,242.169","2,245.119","2,232.258","2,244.643",-2.474
2013-04-19,"2,244.643","2,250.11","2,200.584","2,197.602",47.041
2013-04-18,"2,197.602","2,206.027","2,175.444","2,193.796",3.806
2013-04-17,"2,193.796","2,197.508","2,178.468","2,194.846",-1.05
2013-04-16,"2,194.846","2,196.432","2,165.784","2,181.942",12.904
2013-04-15,"2,181.942","2,204.987","2,177.388","2,206.78",-24.838
2013-04-12,"2,206.78","2,226.262","2,204.438","2,219.553",-12.773
2013-04-11,"2,219.553","2,242.479","2,217.265","2,226.126",-6.573
2013-04-10,"2,226.126","2,233.04","2,212.561","2,225.775",0.351
2013-04-09,"2,225.775","2,234.725","2,215.467","2,211.592",14.183
2013-04-08,"2,211.592","2,212.586","2,180.673","2,225.295",-13.703
2013-04-03,"2,225.295","2,241.34","2,217.252","2,227.74",-2.445
2013-04-02,"2,227.74","2,253.421","2,220.439","2,234.395",-6.655
2013-04-01,"2,234.395","2,243.949","2,227.314","2,236.621",-2.226
2013-03-29,"2,236.621","2,246.868","2,228.813","2,236.302",0.319
2013-03-28,"2,236.302","2,273.552","2,232.906","2,301.259",-64.957
2013-03-27,"2,301.259","2,323.477","2,288.995","2,297.669",3.59
2013-03-26,"2,297.669","2,319.988","2,281.118","2,326.715",-29.046
2013-03-25,"2,326.715","2,344.894","2,319.908","2,328.278",-1.563
2013-03-22,"2,328.278","2,331.995","2,314.967","2,324.242",4.036
2013-03-21,"2,324.242","2,330.813","2,311.603","2,317.374",6.868
2013-03-20,"2,317.374","2,317.86","2,257.421","2,257.434",59.94
2013-03-19,"2,257.434","2,261.314","2,232.023","2,240.016",17.418
2013-03-18,"2,240.016","2,276.05","2,239.214","2,278.401",-38.385
2013-03-15,"2,278.401","2,312.078","2,250.005","2,270.277",8.124
2013-03-14,"2,270.277","2,276.222","2,253.31","2,263.968",6.309
2013-03-13,"2,263.968","2,286.329","2,253.249","2,286.605",-22.637
2013-03-12,"2,286.605","2,333.286","2,264.829","2,310.593",-23.988
2013-03-11,"2,310.593","2,320.961","2,296.583","2,318.611",-8.018
2013-03-08,"2,318.611","2,333.667","2,314.587","2,324.293",-5.682
2013-03-07,"2,324.293","2,352.021","2,304.27","2,347.179",-22.886
2013-03-06,"2,347.179","2,351.441","2,321.6","2,326.306",20.873
2013-03-05,"2,326.306","2,328.143","2,270.1","2,273.404",52.902
